AB.A.delta.h.T3,AB.A.delta.l.T4,AB.A.delta.c.F7,AB.A.delta.g.F8,AB.B.theta.h.T3,AB.B.theta.l.T4,AB.B.theta.c.F7,AB.B.theta.g.F8,AB.C.alpha.h.T3,AB.C.alpha.l.T4,AB.C.alpha.c.F7,AB.C.alpha.g.F8,AB.D.beta.h.T3,AB.D.beta.l.T4,AB.D.beta.c.F7,AB.D.beta.g.F8,AB.E.highbeta.h.T3,AB.E.highbeta.l.T4,AB.E.highbeta.c.F7,AB.E.highbeta.g.F8,AB.F.gamma.h.T3,AB.F.gamma.l.T4,AB.F.gamma.c.F7,AB.F.gamma.g.F8,COH.A.delta.h.T3.l.T4,COH.A.delta.c.F7.g.F8,COH.B.theta.h.T3.l.T4,COH.B.theta.c.F7.g.F8,COH.C.alpha.h.T3.l.T4,COH.C.alpha.c.F7.g.F8,COH.D.beta.h.T3.l.T4,COH.D.beta.c.F7.g.F8,COH.E.highbeta.h.T3.l.T4,COH.E.highbeta.c.F7.g.F8,COH.F.gamma.h.T3.l.T4,COH.F.gamma.c.F7.g.F8
28.706706,13.866888,26.583832,25.99072,14.836532,13.532241,16.532464,18.77222,25.303592,36.620283,33.767785,46.864569,11.629799,21.637214,19.376405,21.989552,2.15832,3.182271,8.595628,3.680045,2.784427,3.686209,9.55847,3.486416,23.304359,14.162128,21.242555,23.805185,9.732671,26.678445,9.148562,28.52209,12.329461,16.447222,29.132071,27.00574
7.004906,4.255189,7.608388,7.472295,8.451371,3.795218,9.049275,8.919888,9.291345,4.793372,10.952996,11.740044,3.594336,4.306847,3.906764,4.052037,0.500166,1.091283,0.55164,0.575745,0.543635,2.194447,0.622256,0.667861,22.490837,28.354955,15.452595,38.751322,35.899005,82.252083,17.566518,44.768697,12.395005,24.324361,19.696681,37.122686
12.57918,13.344742,18.163665,16.439936,6.447281,8.466566,10.17584,10.809146,14.377873,18.03445,20.921011,25.15053,8.727828,9.431789,10.510871,10.878394,1.224088,1.153492,1.644837,1.573094,1.832518,1.379003,2.020531,1.769629,3.020392,17.552152,5.549666,40.672819,12.115475,61.929278,4.501182,32.82447,7.918825,20.749633,16.198963,37.548772
13.029289,9.989214,8.807735,10.634584,5.539038,4.179784,4.78493,5.3697,4.399108,4.331958,4.363304,4.997649,4.866494,4.218463,4.984635,6.035373,0.954252,1.061676,1.430296,1.699258,1.553722,1.607946,2.975912,3.184944,3.282484,0.028085,3.428391,1.298035,6.856254,8.04967,9.753808,16.878351,21.745952,27.014347,27.478802,37.509336
4.938659,6.612539,12.924232,10.162059,3.488248,5.095951,7.048425,7.669188,4.151785,5.377677,7.301231,8.390045,5.128186,7.58619,6.403499,7.182474,1.075271,1.603713,1.19534,1.256839,1.581398,2.578778,1.356962,1.340357,50.264286,55.59541,52.016495,63.167413,36.619798,60.746883,56.549726,68.363892,75.708677,79.948865,77.230357,80.333683
10.412546,11.706942,17.718372,14.763632,3.886808,5.157465,6.422676,6.345794,5.368144,8.721334,9.487163,9.547345,2.99861,4.185035,4.120264,4.659879,0.710109,0.897069,1.059654,0.968978,1.164588,1.76236,1.686888,1.888746,20.71996,1.982051,14.822027,12.189445,22.581429,30.092433,12.214997,22.072905,19.725885,19.345276,12.200816,15.182148
29.401197,58.760496,50.852848,51.33097,13.395309,23.715675,18.426123,23.515203,23.797527,37.315337,32.626743,48.91363,14.170988,19.536383,16.24984,18.985503,3.327581,4.206522,3.937604,4.113516,4.846791,6.040902,5.319104,5.501178,1.272508,0.05853,2.834532,12.996235,7.950639,65.46511,5.118268,61.012584,18.776397,50.636345,10.298844,52.710912
6.078537,8.301246,12.345397,9.640625,3.888577,4.562641,7.153032,6.552074,2.633905,2.835936,4.473844,3.809447,4.547305,3.674491,4.928603,4.1772,1.640893,0.93749,1.102807,0.928473,2.460813,1.266522,1.676451,1.198678,13.172319,26.639086,18.062876,52.334232,40.676105,86.507166,20.807958,28.801288,58.97982,40.637955,46.246896,28.840033
5.450643,17.413659,9.846644,13.707784,2.501998,7.665097,5.167082,8.52915,1.720414,5.735495,3.934625,6.398523,2.656505,7.739879,5.022575,8.385306,0.614478,1.584001,0.985649,1.408268,0.991746,2.412801,1.606821,2.039165,17.120582,13.743401,11.958277,25.716935,4.405173,38.764167,26.32317,44.060503,36.06389,42.069437,35.733422,44.896805
10.450909,15.945114,18.713095,31.909121,11.563741,13.436818,19.549356,23.475898,18.626505,27.783758,35.232702,43.523036,8.90905,9.658817,9.362303,10.798411,3.729339,3.649744,4.617173,4.526793,5.641201,5.219134,6.740145,7.291112,10.074137,17.937734,12.093979,30.893865,25.309805,69.920927,3.05783,18.550543,14.561726,24.401487,18.238259,24.039061
16.535497,17.189388,31.331029,22.391477,9.168926,11.614442,12.814584,14.35426,21.152501,21.089017,28.064932,29.407662,6.591945,9.11502,9.107957,10.891136,0.964541,1.185146,1.878906,2.186322,1.011456,1.16887,2.207018,2.383312,13.385009,8.081616,23.191765,23.665509,44.434719,64.029994,24.549011,31.411767,25.12066,15.570213,18.957679,10.3625
17.69025,18.081872,19.939708,21.159926,7.345372,7.672547,9.086114,9.442692,3.520505,3.73098,4.294481,4.764981,4.595849,5.240747,6.400662,11.435372,0.899745,1.036061,1.517519,3.18849,1.136327,1.438445,2.326536,6.548829,3.239938,0.422626,14.157522,20.899286,65.482618,85.62555,25.586195,51.883593,11.956882,23.46659,19.755672,28.860664
13.76063,9.273981,29.341056,16.518234,8.142444,9.276493,15.456844,13.162702,22.816226,27.427053,50.392693,43.134941,7.831756,7.68438,13.727986,13.213708,0.811712,0.759204,1.295735,1.064996,0.978776,0.964595,1.736607,1.311864,3.015487,2.461264,1.819976,31.357596,5.200763,60.917892,0.873498,28.170756,8.903515,19.9898,9.022639,25.398629
6.699501,6.055429,12.689649,10.127861,3.723326,4.133894,7.761312,7.723282,2.546518,2.814932,4.684097,4.493083,4.703563,3.818646,5.355247,7.729097,1.400043,0.981708,1.440875,1.734539,2.512601,1.701602,2.292496,3.694069,4.591795,9.4625,9.627764,20.573805,9.19062,28.425367,4.354628,13.271202,12.009105,9.099923,15.905335,10.452577
7.427142,9.033812,15.43369,15.398068,4.624146,6.752786,7.963026,10.843324,11.430495,13.084525,16.811196,22.645332,10.165976,7.918645,7.936233,10.308699,1.869421,1.014199,1.195023,1.292466,4.889509,1.261938,1.6802,1.462388,20.188298,15.98289,24.557918,37.854669,15.623442,46.391814,8.240961,27.860598,14.424733,24.076896,6.097098,12.026718
10.365321,6.785358,15.997388,16.73277,6.013338,4.708541,10.561414,10.889285,6.368075,6.248867,10.200337,11.485758,4.941273,4.582511,9.091451,9.419145,1.03444,1.135512,2.218786,1.883405,1.835452,1.742638,3.396863,2.559597,4.841677,26.637389,0.692126,22.533079,2.899204,34.888829,8.718831,37.493205,10.768819,26.541349,7.425825,23.418135
9.175645,16.425781,15.247537,28.262597,4.81962,13.006561,9.332088,18.630508,1.967808,5.382629,4.109308,7.774204,2.522636,6.487524,4.884383,8.931164,0.579614,1.492923,1.210646,2.387875,0.674525,1.564262,1.124831,1.979327,17.521163,5.517082,15.713628,26.644847,53.293945,82.086099,14.004553,44.639668,28.004564,30.363224,31.809259,29.300275
13.64775,12.113004,18.271509,19.526814,8.071666,7.973731,11.484125,12.790445,5.696098,6.86175,7.134282,8.330386,5.694345,5.731586,6.12459,7.072941,1.075072,1.766737,1.603441,2.104296,1.349887,1.570053,1.493695,1.8956,8.291303,11.504648,7.070928,22.455828,6.308678,37.11459,11.311571,35.875301,18.577037,44.850797,14.584363,50.079933
32.417689,32.20862,44.274468,38.673883,17.870987,17.882575,21.691703,21.873763,19.975251,18.922898,30.439514,33.351185,14.088166,16.911168,15.233008,23.466102,2.613343,3.66755,2.66252,4.121055,4.103012,7.974536,4.639766,9.464914,4.665145,22.014095,8.125079,28.495762,3.561415,24.884957,5.817615,22.51544,10.454596,17.43753,11.024618,14.403831
12.564374,13.05934,13.261675,15.359015,10.480958,9.57885,11.605529,11.201749,33.098355,29.874411,37.035386,33.02969,35.705484,38.29052,64.646213,41.029833,4.610791,4.924474,20.506445,9.631616,5.443976,4.431181,41.361344,5.806508,15.777217,6.597736,14.55345,13.189443,26.871795,53.443305,16.050808,26.657288,4.374285,6.73289,6.910128,4.726942
11.591903,10.750478,20.80098,16.076303,6.112879,5.980054,9.897323,9.413122,8.713593,7.917419,14.019053,13.853594,6.335962,7.363781,9.213209,10.423632,1.409845,1.581876,2.142936,2.118733,1.860646,1.991728,2.810786,2.854222,21.005333,40.418926,17.144085,42.15913,37.79764,79.978457,2.586273,29.446468,11.889766,6.820636,1.288704,12.523808
7.479163,7.367329,25.480266,13.195621,4.031197,5.417043,7.22555,8.471599,19.385658,30.898748,29.38151,43.417804,6.772527,11.012754,9.373832,11.137675,1.044566,1.135604,1.803693,1.728322,1.604382,1.452907,2.484433,1.8886,3.886851,0.051171,9.471755,19.531157,21.752934,52.096282,2.201856,9.264008,1.336837,1.570923,0.874163,0.921192
10.514439,9.80483,15.615959,14.750131,5.808622,7.085406,8.190339,10.114973,3.264635,4.484456,4.476211,5.240991,3.749442,6.593083,6.188717,8.31101,0.741181,0.940063,1.952081,1.453026,0.998903,0.980519,2.449936,1.706419,33.012824,28.789938,25.652779,33.003352,15.818953,40.496516,13.272763,23.147387,12.113887,12.001899,19.521161,17.191436
11.568376,9.125139,20.162009,18.162294,3.237438,3.196481,4.052281,3.982683,2.067292,2.075648,2.893335,2.497429,3.168659,4.600898,3.32097,3.488435,0.568347,1.165788,0.587273,0.703009,0.83365,2.317702,0.785925,1.117976,3.212463,28.127356,1.336044,26.935126,0.245631,38.547382,1.390043,21.347746,4.494162,24.81827,2.858471,23.387832
11.253591,11.646905,17.001702,19.354726,5.254402,5.742014,7.865921,9.606714,3.190487,4.342993,5.564331,6.91271,4.32284,7.267878,8.234612,10.297341,1.864602,2.788502,3.821498,3.972832,2.674441,3.964269,5.198741,5.109694,5.802195,17.702578,9.572548,33.71397,16.113039,60.552683,1.580687,24.082975,2.019434,2.588389,7.646064,17.052316
11.327534,8.497089,16.1086,11.736709,38.879183,19.384297,52.07513,30.65809,15.093316,15.480806,22.192908,19.289205,9.766174,8.847375,11.673961,8.722198,1.100769,0.983335,1.713813,1.60454,1.338474,2.45558,1.957001,2.060963,5.332302,26.964443,2.678531,1.998855,10.87927,29.329128,10.443499,24.39086,3.762956,6.696679,0.124651,0.622184
6.614828,7.216708,9.332736,8.72203,3.34913,4.109286,4.416701,5.101138,2.507958,2.839785,3.33583,3.782462,4.950984,4.683666,6.187735,6.023446,1.726663,1.63815,2.584652,3.189019,2.564382,2.090903,3.673857,3.948464,13.819535,12.174526,4.414355,14.277722,5.376121,23.434791,5.36488,15.554027,9.975829,13.926727,10.089928,16.293263
17.937518,13.943971,38.788844,15.18852,9.005206,6.466572,14.402382,8.072791,15.659345,11.735537,21.744746,18.781333,8.348307,6.025345,10.743968,7.752954,1.475618,0.802691,1.702164,0.976247,1.791229,0.860555,2.196751,1.139374,6.134565,4.608135,4.770082,17.145218,23.236249,45.830586,2.617954,23.694728,3.50679,17.932921,11.57049,26.332977
16.59474,15.437259,33.137947,20.371872,13.877374,27.651526,23.817071,27.980577,31.945957,62.043567,55.658617,57.931278,13.118091,17.174539,17.978286,19.009924,2.451393,2.786938,4.116025,3.303622,4.333981,4.234053,6.244443,5.04897,3.254152,14.828362,6.313639,19.621711,16.851097,44.693197,21.825034,43.601717,31.096203,41.011046,34.807906,46.86757
4.624934,5.093269,8.307965,5.574464,2.322587,2.517133,3.01655,2.785051,2.490783,2.581836,3.329046,3.136928,2.685345,3.15624,3.271199,3.219139,0.757303,0.812735,1.090867,0.824429,1.14722,1.246621,1.78519,1.166692,15.472766,15.575567,9.143286,27.796456,31.757081,75.329336,4.540642,30.40792,7.482212,15.283138,7.710445,14.841035
6.689768,10.076545,16.102516,15.299324,5.039148,6.999703,10.382649,12.182243,7.006679,12.84343,25.362002,28.066287,5.461422,5.332293,7.41595,7.88326,1.397262,0.777493,1.090928,1.082723,1.957978,1.254679,1.592065,1.592434,14.804434,68.139141,12.565288,67.173923,20.105393,77.165303,11.92765,67.843655,21.287175,71.473593,24.512869,76.357228
5.442457,5.424866,6.643313,8.916015,3.084511,4.65908,5.017756,6.241615,2.479481,4.774025,5.167959,6.254855,4.102985,7.306842,6.421571,8.324689,0.792358,1.166827,1.157242,1.396931,0.97607,1.106989,1.602255,1.652259,10.258633,14.413674,14.108678,28.728118,31.92681,61.146974,5.233128,27.058881,16.507258,31.798585,26.553128,42.732113
7.564048,12.826888,26.344143,18.443307,4.3555,6.175485,10.310115,9.294392,12.016162,19.847534,24.18612,28.298051,13.467493,15.759465,17.183653,20.246211,2.458315,1.258827,2.012532,2.396982,2.937224,1.577386,1.835041,1.931654,17.650826,3.563626,22.687583,26.296895,46.572812,72.877683,62.524812,72.418454,79.940379,81.918644,81.823278,81.895329
13.334353,25.985496,30.75253,33.15605,4.800814,5.55157,7.988935,8.551117,17.700732,18.254493,27.671772,27.961642,4.546805,4.588739,5.787499,6.242083,1.109339,1.1189,1.449428,1.497014,1.855533,1.798752,2.150127,2.127616,3.661457,12.076774,2.422877,21.63981,4.051222,42.788289,12.317996,19.927434,24.326226,16.044407,47.336177,35.243199
16.956075,16.192494,24.881659,21.819065,12.518277,14.080457,18.280689,16.558708,22.583927,25.336693,32.443097,26.999096,63.506685,27.679541,14.796505,12.84477,21.208392,5.661582,4.16386,2.893218,37.168485,18.374741,5.803181,3.644552,3.752046,8.115231,6.265576,29.818892,27.149477,67.309975,0.321978,20.209966,0.236398,8.967968,0.434196,8.508724
6.985584,5.016948,14.89011,13.488529,3.113558,2.757226,4.510012,4.348657,2.12311,1.554433,3.02828,3.006888,2.530809,2.437562,3.979489,3.744427,0.478323,0.567366,0.785504,0.801805,0.681749,0.92442,0.935534,1.124465,4.940283,15.521634,11.545818,30.46218,1.678845,32.809301,7.921458,33.581664,11.633999,18.590906,24.218911,31.464853
13.714124,11.793716,17.241133,18.822611,4.394433,4.555927,6.317766,7.139146,27.331591,23.455894,56.733571,55.350706,8.038887,8.742011,9.513082,11.0363,1.279052,0.976775,1.219099,1.270971,2.305711,1.184541,1.637259,1.530086,6.977169,23.138605,6.974966,24.722687,6.700826,35.800117,15.242062,39.849923,30.303095,43.576721,39.075477,49.885496
7.322755,8.693134,8.032761,5.349673,3.939791,5.523644,4.716347,3.923088,2.887087,4.315421,2.754974,2.651851,5.497757,6.556679,5.796952,4.223068,1.48746,2.128145,1.619857,1.400681,2.640225,2.828816,2.539715,1.844143,9.011715,22.552953,19.818605,45.281768,58.954057,85.901641,9.630719,38.174867,1.144422,6.616154,6.103719,17.551868
14.791087,16.961432,12.937309,20.343752,6.725821,7.570336,5.305906,7.872825,9.482884,17.046369,10.270556,16.283215,7.245308,12.5484,8.159865,12.923989,1.535535,2.026025,1.824212,2.467491,2.451012,2.713801,3.141921,3.589064,23.810737,27.614033,16.872804,43.846495,38.68761,81.836595,4.774884,46.497875,7.074562,34.130589,4.867489,35.237851
14.933737,9.078004,23.90746,20.31364,5.264669,4.0534,9.287808,9.923192,3.362322,3.004267,6.784149,6.913582,7.939301,6.462278,14.615768,16.389897,1.476362,1.402151,3.256983,3.062797,1.478524,1.667778,3.65786,4.205251,13.446044,18.982162,11.153454,34.36859,24.536886,65.683831,27.086801,47.434443,26.653752,32.866028,29.741315,29.61279
16.084687,18.74892,33.10279,21.463798,7.716469,11.597125,11.339623,12.532865,12.323351,25.164621,18.282987,19.113775,9.293959,20.799785,8.39154,28.608637,4.518169,14.587776,3.103673,20.484015,13.790727,29.687158,5.331869,43.095246,2.726481,8.262118,0.758255,9.088461,11.066989,51.463185,0.678689,28.107724,1.054099,13.772187,1.313497,15.166144
3.462495,5.149184,5.918594,6.9142,2.431503,3.096242,4.246058,4.455032,5.422247,5.649836,10.207395,9.911638,10.441985,11.121808,12.701319,13.398623,4.92712,3.563081,4.961079,4.099263,5.988046,3.883081,4.090302,3.566469,32.200968,58.915608,29.535019,57.763209,18.483219,54.390487,28.107689,45.749785,61.16275,59.309414,65.745551,66.024355
11.645312,16.51236,15.826426,16.548222,5.903842,8.113026,8.143633,9.558328,12.96041,11.770539,23.069283,20.216409,8.216571,9.224655,10.817833,10.730576,2.219399,2.571848,4.66426,4.469735,1.678899,1.71307,2.061599,2.12491,22.024444,23.119911,18.470817,38.669961,33.348292,73.526312,22.70588,49.756101,18.202242,15.71274,27.164904,13.954299
17.046017,12.241116,12.712014,10.923011,11.416813,11.344502,9.479478,9.62679,6.200935,8.972119,5.48663,7.415354,5.920136,5.402247,5.041689,4.909264,1.216362,0.953906,1.295201,1.135912,1.837077,1.189159,1.955679,1.441143,36.979813,37.417051,33.117561,56.725343,11.97384,64.952354,29.677327,51.140796,57.302688,52.37201,70.614613,64.312169
40.769828,32.74406,33.289976,57.389852,16.153163,15.347392,17.509186,23.948785,11.339868,13.755844,16.006441,20.21848,10.780881,6.234409,6.464688,9.037588,2.358525,0.901502,1.027887,1.672538,4.214339,1.247591,1.298448,2.041481,19.882448,33.143109,28.785224,42.575512,25.57128,49.442829,27.221018,46.347377,56.33125,61.174484,58.106013,57.424675
12.442306,6.981722,15.057937,10.86051,6.682252,4.731483,10.240192,6.373753,17.263583,11.603952,24.095336,19.284671,12.348136,8.852541,12.906673,11.785594,2.789763,1.783735,3.550045,2.11672,4.179752,3.247826,3.648275,3.640056,28.136715,5.076045,24.763155,44.18186,49.049539,87.076231,1.300519,18.113617,2.261886,0.760336,6.849835,10.368114
5.802912,5.232799,15.719485,5.80925,2.926677,2.742076,4.626529,3.346537,2.058505,2.674356,3.188855,2.278382,5.365467,5.56531,7.699582,6.272966,0.809045,0.493638,1.045353,0.616287,1.46726,0.650115,1.706156,0.834547,11.202405,2.183965,20.277053,19.001995,16.089989,36.041425,9.079769,26.907266,24.091518,37.486825,17.278004,34.832511
8.995736,9.995042,15.093519,15.863114,4.610556,4.395162,8.444675,8.819532,4.710653,3.50451,7.19471,7.782993,7.304977,5.938148,13.570827,9.821642,1.634885,1.107301,4.784151,2.068406,2.342398,1.681679,9.519841,2.51058,40.00062,49.059145,27.052203,55.475129,20.860038,58.94977,8.345851,24.116669,12.643304,12.037173,5.823159,10.561367
7.882456,8.763736,13.459969,11.154316,6.204003,6.89967,8.428628,9.019184,12.454995,14.53649,16.803434,19.132291,7.299622,8.584945,8.631139,9.572508,1.260384,1.424721,1.386058,1.328154,2.106918,2.16108,1.968546,1.838015,25.519368,11.721264,19.941935,13.991272,35.380386,50.609059,20.275345,36.281847,18.613602,28.506975,23.185645,28.780173
13.96724,15.688597,21.773597,16.778723,7.633421,8.966916,11.839472,10.387777,2.656145,3.187224,4.446516,3.667936,4.051852,4.225118,6.47082,5.253428,1.071313,0.9988,1.55984,1.286923,1.489842,1.28859,1.970942,1.57767,42.402824,20.233002,24.571121,17.452285,33.655783,47.894547,24.899754,32.512316,35.046358,21.945561,35.046579,7.893132
7.240661,7.3305,12.81799,9.569641,5.124886,8.676368,8.288784,10.478151,6.530586,10.401551,9.420408,11.396504,6.340555,11.069862,12.626749,13.804046,1.392162,1.88876,4.775263,3.79346,1.586889,1.726256,6.219664,3.275905,0.207253,3.084748,0.329612,6.278712,0.39394,10.845314,5.590203,30.698291,24.74818,53.723493,14.429025,52.048222
9.040402,7.377093,16.56408,12.786744,4.677056,4.455951,8.302389,6.632429,7.900121,5.42664,13.194908,10.854255,6.920719,7.893463,10.878634,14.890824,1.38235,1.342991,2.092389,2.924296,2.64259,3.035605,3.650759,7.910634,14.330101,24.317838,36.598201,39.664616,47.02569,72.423136,37.258405,50.006429,54.858813,51.580352,68.897239,70.933714
24.226873,23.324363,45.067156,33.421839,10.568982,9.518987,17.965633,12.518955,8.157596,6.709857,14.519995,11.017082,14.129492,10.80059,27.237433,15.187313,3.334453,2.742339,8.748968,4.236886,4.999485,3.417998,12.361152,4.695035,1.131191,16.014883,3.071628,29.59396,6.977722,33.819374,0.844411,24.260327,20.105019,30.166798,26.171312,22.312717
7.415786,6.356766,13.489335,8.887108,3.407345,3.92375,4.436222,4.209847,4.980768,5.354476,6.029038,6.096449,6.716926,8.944791,7.961621,8.71661,1.957978,3.392049,2.694583,3.293886,3.836247,5.361324,4.509171,5.285054,17.044364,17.444733,13.26442,28.006799,7.108723,45.874247,0.774069,27.4999,13.457193,23.956456,22.439203,33.662329
11.544143,8.256164,18.085697,12.138309,5.927724,4.663467,8.845579,6.580702,9.722848,7.686436,13.143905,10.600466,7.603359,6.546638,10.28194,8.061331,2.264337,2.160298,5.364295,2.968671,2.004719,2.276117,3.418647,2.198244,9.573371,20.353021,11.610011,27.779704,12.953044,27.142986,23.703387,24.836441,37.271267,27.806979,43.053829,29.488857
17.231349,12.012849,15.780442,15.690892,8.215685,6.914004,7.850046,9.006731,5.925389,4.843268,6.898893,6.759607,6.568335,6.060134,6.90711,7.347568,1.265901,1.160942,1.578881,1.482184,1.31144,1.195048,1.348339,1.510387,32.434643,35.507822,4.553193,30.682695,2.540445,47.09524,7.823325,35.921735,15.416442,39.700691,19.795101,49.868012
15.69374,21.287248,56.383598,22.627674,11.361066,12.851345,30.315545,14.814312,6.539165,8.098591,15.954594,9.001944,14.5518,9.966122,26.787859,15.883011,3.699454,2.093491,6.771175,3.768745,7.709333,2.643557,8.436866,6.260968,43.578456,54.314423,46.287738,55.01279,36.323443,57.247109,38.506285,46.780817,35.212734,33.293675,54.919784,45.741432
14.300911,11.131036,16.515193,14.659449,8.022792,8.037612,10.461676,10.076733,16.193966,15.596292,24.630903,22.157026,9.523202,10.190583,10.195822,10.517755,1.137108,1.159486,1.587161,1.44084,1.369833,1.247773,1.707887,1.525752,26.871854,9.628138,39.413804,45.791445,52.573242,76.229233,53.667012,69.916836,61.143025,72.663512,62.887227,78.103198
11.69437,11.151793,14.106397,16.249273,8.498526,14.304545,13.902062,19.124664,14.489785,17.633612,23.78608,28.277811,20.404051,18.971778,16.422158,21.551117,4.317366,3.259872,3.109827,3.612793,9.916591,4.834431,4.555658,4.861933,32.894068,22.19139,37.142629,40.294886,20.664546,44.379214,14.534935,29.293021,23.961127,16.78183,37.256933,19.590487
10.853981,23.012955,34.618223,14.416161,4.287604,8.435846,9.445068,5.446161,5.905112,9.879928,10.42883,9.366424,7.414497,11.496041,12.300238,10.978948,0.979195,1.586037,1.501865,1.180531,1.625898,1.984654,2.250566,1.531317,44.979835,14.848924,52.546076,45.682189,14.690136,59.236623,25.79007,49.905966,34.940045,37.466649,30.595674,29.560875
