AB.A.delta.h.T3,AB.A.delta.l.T4,AB.A.delta.c.F7,AB.A.delta.g.F8,AB.B.theta.h.T3,AB.B.theta.l.T4,AB.B.theta.c.F7,AB.B.theta.g.F8,AB.C.alpha.h.T3,AB.C.alpha.l.T4,AB.C.alpha.c.F7,AB.C.alpha.g.F8,AB.D.beta.h.T3,AB.D.beta.l.T4,AB.D.beta.c.F7,AB.D.beta.g.F8,AB.E.highbeta.h.T3,AB.E.highbeta.l.T4,AB.E.highbeta.c.F7,AB.E.highbeta.g.F8,AB.F.gamma.h.T3,AB.F.gamma.l.T4,AB.F.gamma.c.F7,AB.F.gamma.g.F8,COH.A.delta.h.T3.l.T4,COH.A.delta.c.F7.g.F8,COH.B.theta.h.T3.l.T4,COH.B.theta.c.F7.g.F8,COH.C.alpha.h.T3.l.T4,COH.C.alpha.c.F7.g.F8,COH.D.beta.h.T3.l.T4,COH.D.beta.c.F7.g.F8,COH.E.highbeta.h.T3.l.T4,COH.E.highbeta.c.F7.g.F8,COH.F.gamma.h.T3.l.T4,COH.F.gamma.c.F7.g.F8
4.408887,4.869585,6.596255,6.75664,2.333629,2.846494,3.43472,3.938087,2.375958,3.246597,4.023637,4.356687,2.608951,3.028388,3.298037,3.804213,0.512649,0.531115,0.806474,0.757909,0.889905,0.62455,1.184,0.889404,16.044013,30.82299,6.723309,29.680868,12.81925,64.224911,4.231705,30.725189,6.519949,13.891431,15.898693,22.401453
10.001064,18.191223,15.174102,20.822518,8.71823,14.663539,11.950133,18.073604,16.690379,36.333945,33.140554,50.175227,4.345834,8.099964,5.803463,7.638678,1.645121,3.900227,1.605929,1.788962,0.731596,1.915124,1.199979,1.347672,0.026832,5.514909,0.005666,11.542032,0.342691,7.98261,1.149913,2.365025,0.428688,3.148061,0.247468,4.448516
3.042433,6.573633,16.280295,10.863254,2.01316,4.57545,5.720695,6.318801,4.081578,6.622025,9.6519,12.089509,11.562781,12.075419,15.555218,21.019763,4.731715,4.312195,8.123202,8.396336,9.08032,6.027004,14.522539,15.744877,3.256037,5.41316,2.963049,29.327216,32.779973,81.424281,5.714402,43.940368,6.960761,29.13303,15.367303,28.310942
8.315723,7.245703,13.07906,9.345527,4.228711,4.068933,6.080436,4.673809,2.352151,2.336935,3.127613,2.434646,3.835534,4.513603,5.254399,5.245643,1.145746,1.385862,2.169125,2.404252,1.409446,2.253776,2.246077,3.138051,44.978466,45.009632,54.272009,59.681973,43.913634,73.624238,25.657282,67.807376,41.646164,79.05737,21.586511,67.212211
5.63092,18.764503,6.956422,9.855037,2.406194,7.526342,4.163499,5.202349,1.660448,6.054638,3.531195,4.824322,1.613809,5.5682,2.917335,3.948882,0.400488,1.121965,1.195566,1.18051,0.60561,1.672753,1.083166,1.334951,37.781283,41.638176,45.506048,58.555684,45.293291,77.473073,30.434622,50.204916,49.053912,48.419036,56.902604,50.014365
7.747145,4.472431,11.500164,6.422577,3.735457,2.822599,5.469136,4.639195,4.303658,5.288342,6.910262,7.931008,4.304708,3.933366,5.859644,5.909024,0.770992,0.838991,1.5289,1.16245,0.737192,0.87517,1.161773,0.938081,9.693169,5.317004,41.713946,59.054238,44.890365,68.922207,23.50759,56.38542,31.895626,33.414644,26.595474,34.560028
5.114919,6.38797,18.293935,15.899498,1.971299,3.311096,3.765981,4.591501,1.662579,3.131514,2.923707,4.344498,4.032111,6.254187,5.9696,10.194456,1.402296,1.146042,1.915068,2.976334,2.813485,1.37036,3.830301,5.585158,20.007146,19.001402,18.624515,31.081342,37.495832,68.947986,8.453869,36.004138,1.086408,11.727317,0.724446,10.239077
7.452599,11.593273,13.229016,11.461384,4.681227,7.544107,8.255836,8.041318,2.70049,4.884466,4.490826,4.310059,2.426927,4.912911,5.002666,4.660106,0.448989,0.909792,0.995356,0.829374,0.558977,1.246115,1.208962,1.160358,14.924203,22.24163,12.06851,24.039091,0.91873,30.356221,16.551452,38.794422,32.826676,47.435341,43.433915,58.782129
6.930148,7.424218,9.063128,10.902233,3.742693,4.002166,4.233786,5.071596,5.760458,4.279014,5.529339,5.651672,4.87918,4.502749,4.12541,5.270399,1.207959,1.178504,1.007488,1.232876,1.674818,1.350387,1.335944,1.601453,10.87036,5.92823,5.384563,11.25339,4.613064,6.71191,4.158081,28.413216,6.556122,22.462113,9.171934,26.335198
5.780334,5.478044,8.586289,7.342591,2.799717,3.348058,3.746916,3.739914,2.580132,4.510987,3.329667,4.321896,6.085202,7.843144,7.948164,8.982977,2.643594,3.560992,3.999982,4.638509,3.653123,5.102055,5.85302,7.538531,0.832101,1.13806,9.466684,5.467732,10.738971,20.345129,0.033728,22.752439,12.166011,41.373894,20.719336,50.903714
15.523746,16.401444,23.245744,20.420348,9.196593,8.719316,13.992488,12.440011,32.36127,36.983098,46.524386,54.982475,7.912502,9.177062,8.198703,10.258828,1.208704,0.942143,1.248922,1.2831,1.946968,1.897199,1.765111,1.79751,42.571043,18.048173,29.52369,32.464752,2.7948,38.270831,22.705668,56.274975,24.738273,46.959169,17.764531,49.138374
8.696766,11.332989,13.013234,12.2727,4.148166,5.876917,6.307114,7.186639,2.533168,4.820323,3.707828,4.755746,4.815037,7.083251,5.358635,7.03402,0.704419,0.814024,0.958293,0.985262,1.217208,0.97724,1.279537,1.11524,52.792965,54.478502,46.475627,60.801259,34.465399,62.53284,51.268156,59.393621,61.893855,60.491531,69.248583,65.588686
9.083827,8.372227,5.634008,9.347091,5.027502,5.24017,4.173515,6.435422,2.229904,2.919638,1.893013,3.248614,5.852824,5.941595,3.512843,5.760491,2.332226,2.041322,1.115426,1.692117,3.566769,3.237706,1.75789,2.627109,8.311498,23.526763,2.020755,27.351586,8.169304,73.316204,0.047784,27.850259,0.712123,5.493436,0.93525,20.598578
6.821006,11.258857,14.201116,14.011383,5.557816,8.619229,9.960687,10.909391,28.292676,35.586805,51.817825,56.390706,8.661089,12.146057,10.349203,13.690636,0.964589,0.999043,1.037013,1.022809,1.551023,1.284762,1.471898,1.272465,45.051462,31.724742,55.21375,64.65231,68.511064,91.262508,17.830314,50.014766,20.641539,16.145249,29.261398,60.493195
13.379054,10.603372,19.405895,12.612926,5.621946,5.814255,8.687311,7.189164,4.919146,7.578452,7.107341,8.035675,5.971814,7.467335,7.908265,8.790406,1.348923,1.303355,1.666564,1.552805,2.366353,2.013397,2.443909,2.758043,11.080783,11.582884,0.395739,20.303886,2.153606,57.2478,0.387811,28.951469,1.520465,6.248873,1.68444,3.490342
9.325641,9.409468,18.054495,13.269662,6.86466,8.375533,11.083192,12.162356,12.807691,16.751392,18.484227,22.030068,13.418516,18.568584,19.968513,20.715272,4.38851,5.761988,6.276051,6.368675,9.031952,11.692012,12.787915,12.7011,48.621596,18.855482,31.065677,37.072185,12.98655,45.639814,6.808937,20.49087,17.393653,18.687348,29.263004,32.515784
13.719848,6.820717,14.521871,8.876619,7.854273,3.826228,5.415726,5.801949,4.661087,2.473682,3.908901,4.508206,7.887862,3.31638,5.758849,4.827723,2.009554,0.807365,2.221325,1.281013,3.394519,1.380841,3.315098,1.523209,5.048463,7.729874,6.590483,26.819803,39.905113,79.960351,6.591787,28.08859,16.22163,29.146245,36.805461,44.578261
13.077507,15.130738,19.013777,17.07747,9.772999,12.003911,15.886898,15.818626,8.812018,10.335678,14.405858,13.745417,17.756745,16.380922,27.895519,27.510187,5.845481,3.724011,8.634005,9.263301,7.826383,5.041274,7.928075,10.543752,8.443904,6.925166,2.892569,13.252854,3.249768,30.723725,2.30127,28.253134,18.244894,43.911138,17.720567,45.100112
9.09232,6.933999,9.88709,9.801862,7.176373,5.821734,10.10232,9.059216,7.940576,7.490269,11.298395,10.793715,3.68358,4.143689,4.637839,4.672747,0.743146,0.88069,0.956862,0.781631,0.918423,1.116509,1.099474,0.8674,4.401514,11.959509,0.948192,18.56318,11.60775,60.901505,0.101978,14.67395,0.30471,3.530216,0.076252,5.20513
6.663119,6.307545,4.327529,14.354829,3.185832,6.107322,4.099562,8.830702,5.224667,12.899393,7.356185,13.602151,5.710241,13.31841,7.921946,15.486143,0.965354,1.865071,1.272991,2.758782,1.232483,1.761058,1.327281,2.231257,12.42561,8.793508,17.226263,25.355836,5.875585,56.599636,0.434409,48.120326,1.244964,9.635325,9.676244,6.47648
7.79359,9.046274,9.567828,10.34889,3.240573,4.417673,5.202105,5.47254,1.735961,2.943973,2.68268,2.945268,2.457832,3.525993,3.488108,3.820144,0.58471,0.827732,0.932806,0.912697,0.89978,1.271193,1.328698,1.260587,6.760407,4.250389,11.205635,18.682643,37.554962,76.335122,4.767367,27.901647,16.526767,17.393876,20.336773,18.117073
15.607144,8.964965,27.524152,13.38194,9.167429,10.191337,12.776426,11.642357,19.96606,30.286082,31.943999,34.928834,8.338142,10.211379,11.9189,11.548841,0.818686,0.763882,1.380247,0.97579,1.01295,0.709485,2.457751,0.978527,41.70723,31.588142,34.062576,39.032089,28.285723,39.846425,17.253075,44.968563,43.646497,54.781824,53.810139,58.501312
3.941847,10.779139,7.994975,5.784186,2.753001,5.936209,5.358114,5.891622,12.369435,12.581949,22.454341,20.916614,6.031288,8.266251,6.204021,7.702881,1.511199,1.335093,0.955347,1.092578,2.195317,1.640767,1.030219,1.399473,2.284766,4.508094,1.32059,7.404977,0.26642,6.44854,2.110207,11.558725,5.294868,9.614784,10.947797,11.618967
27.491907,28.19858,42.016605,40.29941,12.855325,16.789238,19.50658,23.824157,27.68067,37.17941,54.80599,71.043076,19.510629,15.201568,16.151387,20.980415,3.72098,2.680403,2.944795,3.302704,7.013762,3.239958,3.057598,3.505892,10.410942,32.683638,15.008331,43.195079,20.615638,67.131555,3.432511,33.758246,0.860231,13.074484,1.403288,9.233997
12.621724,15.054246,17.345834,14.895558,6.335708,9.964974,9.563579,11.580988,8.686233,14.84238,12.711578,17.778381,3.309395,5.831291,5.242457,6.614536,0.640817,0.865632,1.061522,1.066799,0.823779,1.043529,1.405625,1.135776,21.183761,29.771234,7.865508,22.223176,4.513086,33.117626,8.88494,50.719311,31.992857,73.196573,19.644887,73.634656
4.683532,7.782335,7.108116,9.313614,2.342803,4.122957,3.506806,4.606908,2.667885,4.582334,4.512139,5.991299,6.171386,5.94207,4.282007,5.723044,2.095293,0.978459,0.856686,0.92517,3.024848,1.353483,1.196175,1.226554,14.84485,10.332836,9.284282,43.002459,14.531699,59.382256,8.178571,32.017465,18.152504,29.27314,31.271753,41.964615
25.665189,36.472553,15.588376,50.018555,12.306731,16.255119,6.812547,19.971941,6.899867,9.352064,3.942107,11.680298,11.529616,14.251839,6.2372,18.663833,3.344034,3.263156,1.51962,4.26032,5.529489,5.207204,2.160428,6.227412,0.676238,4.909449,0.560651,11.132009,0.333154,15.049404,1.321942,26.967169,14.172491,30.078583,19.492552,42.266859
9.743184,8.325496,13.021737,12.274754,7.901228,7.550029,11.683768,11.270081,21.22071,14.367528,19.899241,17.343717,7.336298,6.731539,8.471634,7.847907,0.878536,0.808412,1.304613,1.087808,1.303611,1.143344,2.008416,1.554907,13.646265,8.864364,7.808887,22.838009,14.891149,62.720833,9.07163,47.03072,8.644644,22.57977,16.355011,24.03309
13.880005,10.39338,29.257107,25.280268,7.151647,6.339515,13.941691,11.882776,6.644683,7.064077,10.910626,9.125097,18.022902,22.946055,27.747307,22.73546,5.056303,7.715086,7.953775,6.362756,8.013403,14.640854,13.341113,9.471629,6.559603,15.969485,3.639974,20.918687,25.883233,63.590132,23.655841,44.587162,9.82583,24.716232,14.557075,15.171481
12.245977,7.785192,14.496107,10.11918,4.915863,3.595788,5.530289,5.19297,8.764348,9.79924,12.612303,14.475238,5.974507,4.418805,7.920154,7.511604,1.03329,0.763173,1.365163,1.585632,1.605674,1.179864,2.773868,2.700955,7.12437,9.190391,13.02477,25.069291,25.154448,69.619133,23.022816,44.308435,19.56323,36.343534,25.110366,41.56909
27.638172,27.342103,41.190937,31.702745,17.429171,15.134376,24.06125,18.997466,23.340945,17.927818,39.055836,34.844278,13.179326,12.499885,17.181471,16.54634,2.022174,2.052559,2.699006,2.309523,3.115949,3.321786,3.836694,3.346271,12.383921,18.064754,15.771972,36.263806,17.983934,65.523854,7.190736,32.360294,8.299865,17.63655,10.523904,22.754106
18.770314,20.025967,31.682503,20.306472,7.317841,10.353102,12.242182,11.157533,5.198621,7.517211,8.627838,8.731022,12.192322,18.780589,21.535616,21.244235,6.445652,8.78198,10.659535,10.617546,6.675944,8.655501,12.488661,10.452411,27.749704,21.425972,30.862952,38.955367,33.339989,80.015285,4.623071,37.302481,1.714962,18.42553,2.007008,20.752414
7.462644,7.883031,26.993848,9.513017,5.83643,6.134904,10.728623,9.078742,25.348976,23.997183,47.200247,48.889712,7.454368,9.781475,12.244343,13.141226,1.725604,1.538727,4.454936,2.82808,0.89168,1.179005,1.981776,1.58758,38.52377,20.017751,41.564709,46.530323,54.623922,81.004211,32.128912,50.575859,32.714146,37.571106,37.829951,36.933073
14.769098,12.987109,22.379438,14.470151,6.386823,6.088794,8.675947,7.075611,5.272627,4.925169,6.353957,5.447357,14.54592,7.271951,8.366953,9.424426,3.444846,1.636564,1.992383,2.155088,7.501668,2.056825,2.880018,2.806958,0.489252,0.242487,0.132441,6.526176,3.253033,43.495918,1.828746,23.421433,5.716584,31.632704,5.256976,14.252577
10.16978,13.745075,15.142546,17.673545,9.783452,11.563945,13.559297,13.675976,6.481,8.344408,10.46557,10.946625,11.323452,16.400462,11.485366,11.80997,3.536407,3.940105,3.375249,3.175477,5.706661,8.441628,5.833875,4.773445,8.51732,11.997133,3.806107,23.91525,56.364405,83.663121,4.72475,43.168764,0.155149,7.213461,2.556105,24.181425
7.241338,10.99187,16.246533,31.870338,3.422927,5.324262,6.491456,11.421184,4.45005,5.66774,6.329835,9.597864,6.310675,5.892225,7.083793,9.398424,1.621537,1.263629,1.653644,1.967052,3.197873,2.209872,3.440612,3.311204,3.086827,3.57629,7.84503,13.895447,40.031945,62.950915,47.940544,64.283871,57.948728,67.503489,57.419346,73.754775
7.42825,13.029121,7.184327,20.810308,3.962189,7.534463,4.620886,10.553249,6.216682,8.946936,9.095654,10.076711,22.004674,63.099945,16.832707,21.817541,6.944576,19.328411,5.912308,7.821276,15.694425,41.393856,9.851445,12.71836,34.416501,11.711819,28.146555,18.347739,30.892429,28.782377,28.677253,17.79244,50.516085,30.030698,58.955353,37.731006
8.262017,9.725526,13.088289,12.647298,6.212004,7.728546,8.643576,9.948591,8.783056,11.352,10.075536,12.103845,10.215404,8.812901,9.762323,10.735246,3.252552,2.690087,3.302151,3.173783,4.940946,3.417203,4.424846,3.926646,23.546823,21.461307,21.379787,31.793069,43.493003,73.077804,3.433421,22.511396,2.675054,10.382542,12.790095,23.897104
11.425094,14.067683,17.747978,38.008334,4.173842,4.432948,7.432121,14.061543,3.803068,5.037993,8.535583,11.513671,2.810764,4.933297,6.248986,10.310778,0.708639,1.528304,1.453059,4.685258,1.08155,2.682468,2.535424,10.384334,16.166071,27.399626,13.59524,34.458165,15.76749,56.636308,4.540599,26.002553,6.260403,23.987245,18.609231,36.102066
6.306892,6.513632,18.687178,16.1981,3.369036,3.180235,8.865347,7.62257,2.76311,2.62909,4.886444,3.999977,22.012867,17.542602,12.563442,13.185423,6.93838,6.195889,4.674313,4.557248,12.321883,10.675373,7.1458,7.26826,8.87984,14.635799,5.567365,28.329351,0.872788,38.816847,7.684694,32.620422,1.515285,13.409933,1.481936,20.251614
19.858948,15.112629,35.009626,20.391053,11.430249,10.12033,15.48347,12.434869,11.121081,10.141831,16.884456,16.627905,11.110378,11.801115,14.917133,15.1726,2.856305,3.124265,3.464873,3.766426,5.508934,5.796479,5.890431,6.127405,20.219672,10.527749,13.673591,17.044835,8.711737,26.497262,7.302838,36.638429,7.82175,19.333172,7.492858,23.375657
32.840311,27.416876,30.731177,29.038496,16.20214,15.381491,18.627812,19.230315,15.800411,20.683571,23.514589,23.811803,14.624559,14.713396,17.16895,17.086923,2.630109,2.34125,2.981955,2.542388,3.576401,3.105872,3.702566,3.167779,17.847109,13.390608,8.054925,17.700581,9.638289,32.758493,4.604499,20.073346,24.711301,19.624956,42.645986,37.19996
31.465554,16.523891,29.587364,22.500791,25.326835,20.668529,30.998011,24.525915,18.177425,19.028942,23.463269,22.653421,6.507557,6.060407,11.681445,10.418011,0.907734,0.622508,1.311238,1.292546,1.114793,1.095161,2.730437,1.459957,8.104375,0.94912,3.650707,6.53116,3.18598,37.466257,2.279528,33.853233,21.125551,43.439115,28.999022,45.852433
12.341158,17.421384,21.553374,29.463597,5.631579,9.013431,8.575358,14.656041,5.785873,13.577951,9.07907,14.985621,6.442334,17.220923,9.832793,16.353991,0.974545,1.942108,1.302932,1.925879,1.540593,2.960646,1.835842,2.659836,21.517421,37.608319,37.471657,61.022229,56.277116,82.926127,25.306326,57.374692,11.831596,17.469567,13.939605,11.136977
20.413057,18.837374,31.656775,30.297688,10.688052,10.681159,17.058716,19.75786,6.08914,4.58945,8.767098,8.272457,7.391338,6.042922,11.19219,11.093304,1.686974,1.352817,2.52548,2.378681,2.478528,1.750075,3.264127,3.16641,7.104369,14.420488,4.203576,29.064622,23.144916,64.05149,15.59203,57.889486,11.114779,19.778351,13.486007,23.194374
21.673595,23.392198,26.814864,25.77827,5.569069,5.06227,8.030791,7.334183,3.331884,3.170405,5.854558,5.54194,4.354311,4.261563,5.528045,5.466791,1.127559,1.405577,1.498677,1.709754,1.813676,2.164957,2.423958,2.71104,1.229271,9.567226,0.189126,8.557909,13.251598,66.109903,0.742121,24.064805,3.586346,13.287954,5.838952,16.932185
39.523048,24.777216,36.679958,25.086912,22.702995,18.024559,22.955037,17.327913,12.331256,10.215547,13.235828,9.77896,19.227394,14.968233,20.223959,18.094765,4.274468,3.486861,5.660608,5.183979,5.229519,4.846672,6.345711,6.353364,10.79629,27.698751,7.395153,32.057653,49.612444,86.265644,4.673909,35.906467,0.363678,3.914859,0.290504,1.173478
21.448739,13.447342,31.476499,16.414488,11.394509,8.642588,15.470322,11.128736,13.444107,11.626355,18.108503,15.689316,20.104571,15.236875,21.108668,17.767641,6.260275,5.143765,6.566417,5.540391,11.284427,9.279441,11.520744,10.150441,4.147461,0.214256,1.320695,5.598524,1.809977,49.137651,6.480561,33.768124,9.17868,31.23205,7.881616,34.573932
12.230703,12.924612,17.52339,15.825675,5.436571,5.898419,7.384339,7.966921,4.035469,5.244208,5.842244,6.656943,7.437347,9.608731,11.444953,14.271475,1.468186,1.515629,2.457564,3.337076,2.179722,1.959388,3.677384,4.975774,29.552529,9.21472,5.806579,12.433371,4.759501,19.997461,0.203695,18.553474,0.248975,0.958536,14.656219,19.57644
7.78768,5.820108,9.890202,6.833061,3.141902,2.966561,4.29491,3.761142,9.814377,7.673878,15.061218,13.59703,9.038295,4.409778,4.604565,4.095431,2.615625,0.821628,0.818124,0.689765,4.848563,2.100478,1.2124,1.01502,14.950737,10.194629,5.246026,4.890774,17.025689,32.237905,4.7801,16.220134,5.806485,9.943202,6.911241,19.441775
25.400187,22.515263,52.780259,27.945466,11.480433,11.541651,15.580751,13.361851,11.094601,16.09385,15.204904,15.750083,8.632373,9.282256,11.601801,10.144998,1.638814,0.961611,2.070422,1.175911,2.002522,1.06238,2.699037,1.318299,1.583795,13.605475,3.056779,23.857778,0.021199,39.007654,0.615259,16.977691,14.887518,24.534375,40.480377,44.228913
21.119353,20.246362,24.310176,22.99972,13.594083,13.754368,15.961203,16.030039,17.919157,16.037914,27.321387,28.609176,12.56078,14.916793,15.074851,16.723618,2.805079,3.950205,3.537562,3.930202,5.128346,7.299644,6.800255,7.063799,29.086406,9.807782,22.587783,19.126236,59.975484,79.005984,8.612593,39.80642,6.537342,27.930642,11.058453,27.384231
8.53703,10.499598,25.139562,18.996751,4.907924,8.665892,11.783023,12.990365,9.11233,24.241702,24.861194,35.396226,7.841555,12.328395,13.600379,16.903183,0.89455,1.893648,1.925426,2.301837,1.286348,2.846112,2.839615,3.315979,0.305939,18.90156,4.526697,40.613051,21.275569,71.224058,4.657523,41.070695,15.927513,41.328155,36.115178,59.687903
4.195811,4.639322,7.893055,7.268825,2.275993,4.505266,3.546863,5.393769,1.499282,3.364055,2.024243,3.545902,3.280746,6.210746,4.153948,6.883412,0.765111,1.34141,1.147804,1.543785,0.86486,0.935897,1.172114,1.112349,9.348182,14.838626,14.738412,27.780536,39.199381,68.965956,15.320162,32.438059,24.908098,36.967748,18.802889,32.989962
8.757708,5.3589,14.353701,8.186159,6.988916,4.248647,10.226371,7.426294,13.599097,9.570265,19.270887,16.491226,14.155155,12.088304,12.351988,12.122665,4.917234,3.741859,3.33743,3.47683,5.744892,7.355687,3.821483,5.116246,10.676401,20.048968,15.324447,38.347923,5.415792,37.459429,0.059521,18.745957,0.386592,5.442876,0.392361,2.069825
11.025712,13.896504,16.594358,25.856465,7.298637,7.354352,10.442528,12.161724,13.042534,13.834177,21.221922,22.776619,8.466481,11.462542,11.217977,14.559795,3.149092,4.055178,3.88359,4.590072,5.426891,6.126478,6.671746,7.084284,14.308531,16.479946,22.461218,42.019276,31.283578,68.406864,18.329246,46.783967,17.635046,27.89921,20.342485,30.814454
6.866506,8.81613,9.877431,8.902453,5.070138,5.815568,7.712511,7.548293,2.396315,2.624916,3.79483,3.189571,6.221473,5.615459,7.754241,6.777549,1.916874,1.669913,2.277859,1.92826,3.227309,2.633813,3.380842,2.823233,8.81663,19.168767,6.068827,17.737109,1.296299,21.298452,0.531655,18.454172,1.473556,4.014888,2.276785,10.274119
13.157617,13.106194,19.525627,17.284565,6.569112,9.171789,14.396666,13.998538,14.195739,18.882864,41.413969,43.65556,4.546271,5.648538,9.62135,9.271795,0.715072,0.733789,1.395679,1.128018,0.929174,0.814279,1.480552,1.218815,9.086161,26.296756,2.253847,26.281395,6.464726,31.463399,9.871438,41.896705,22.577846,46.597596,30.825212,47.135495
10.59799,9.642803,14.413364,12.195151,6.87449,8.804253,9.813297,11.288562,6.898453,7.755749,9.829277,10.874289,11.577428,14.861508,15.71555,21.080295,3.38932,3.965529,4.885233,5.861063,4.116217,4.729875,4.675345,6.738772,21.325471,44.511134,30.808329,46.560411,38.241008,71.980226,14.324319,26.607144,14.055855,21.659887,24.123095,41.934995
9.508722,6.898167,10.372232,9.671015,7.994363,5.363743,10.45442,7.673396,5.811617,4.798327,8.492281,7.048528,7.471464,4.463249,7.722177,6.204931,1.277161,0.804174,1.261741,1.163972,2.067973,1.213476,1.730408,1.717677,6.651878,12.291288,4.119152,18.079332,14.652479,59.308708,9.348371,46.241568,2.922869,17.94111,7.266563,29.340333
6.790027,5.739211,10.246699,6.90744,3.542683,3.102238,5.371764,3.667634,4.96396,5.499436,8.577733,7.718125,6.258689,8.487831,8.244087,7.313776,1.876343,3.091281,2.591022,2.442776,3.412601,6.534595,4.788071,4.646315,22.922335,33.933406,19.728027,23.596287,24.085932,39.617354,18.681173,44.703086,16.17326,37.387422,39.015744,43.101934
5.284795,6.908758,7.188536,10.217966,2.381369,3.97555,4.138883,5.590528,4.245177,7.949181,8.042347,10.901959,8.727333,8.571677,7.994485,10.805776,3.238577,2.040984,2.072386,2.962511,4.296602,2.432644,2.505794,3.093609,15.000794,32.823435,3.341727,29.16471,6.472944,70.498049,2.367312,35.576865,0.815294,22.433565,2.633155,23.523817
10.071609,9.87215,12.114937,11.7376,4.436374,4.687781,6.467237,7.050963,2.548229,3.02348,4.363418,4.629516,3.011826,3.571705,7.992781,7.932468,0.696595,0.741377,1.501422,2.358551,1.105318,1.153566,3.121581,5.128918,3.626063,24.101802,8.231482,42.053776,4.018769,34.142743,10.853201,28.523337,28.672517,40.517988,39.001636,53.170413
5.257398,5.978359,7.311101,6.904846,2.969387,2.459771,4.256621,4.602798,2.75058,1.637882,3.176531,2.419442,10.128957,4.978371,8.120805,9.263151,2.691791,1.300004,2.432574,3.330217,3.74831,1.20445,1.65063,1.964768,2.458257,18.414664,10.899781,24.820474,10.987593,47.711027,21.407738,40.596765,45.217419,54.349143,47.709878,54.310262
13.052004,16.210197,17.617449,19.331393,7.175331,9.131911,10.903616,12.51417,16.9774,25.950281,24.521145,32.47865,8.793332,13.807816,9.146222,13.498167,1.686122,2.745116,2.30588,4.251991,2.439542,2.963362,2.391398,6.418717,19.738581,20.290449,30.695589,49.928962,45.321727,82.570299,17.104909,37.52168,8.151911,18.490396,16.65666,15.380775
12.383299,9.046477,21.583366,10.3307,10.236586,10.853302,13.548117,11.202793,8.161185,9.410098,15.662637,16.238712,10.6214,6.07371,9.138394,7.555492,2.12009,1.548942,2.155272,1.439397,6.162219,3.233846,4.693143,3.1461,2.521276,8.879903,18.361897,14.012296,19.710054,26.628489,12.981571,26.597443,7.217525,8.361166,6.242507,9.439105
31.293017,27.955029,54.806563,30.889784,19.262453,17.811533,30.941479,24.709941,25.034194,14.534119,65.4958,51.809776,13.467204,13.226491,25.255584,20.493828,2.814784,2.883803,3.83058,3.599557,4.301024,4.71304,5.936431,5.555982,40.901716,47.394193,20.585641,40.168289,11.785558,60.039545,8.24505,41.445381,18.157197,30.502022,23.745194,38.04606
11.800879,14.48598,12.830333,16.564152,4.973576,7.019936,6.48506,9.03084,10.740756,29.584362,20.496221,33.505716,7.961385,13.260549,9.29501,12.453611,1.06519,1.479908,1.282608,1.341386,1.524991,1.378142,1.637058,1.269252,9.706047,16.05243,11.936557,31.150658,9.164468,41.815432,29.245784,68.564224,50.445476,66.367828,50.361472,69.755994
14.944974,16.083474,25.924618,24.44852,10.190899,12.188625,13.633757,13.680359,11.368512,15.915807,16.465308,15.225499,18.250005,19.652424,27.540657,24.916696,4.691282,2.899275,11.409603,6.587442,2.992725,2.2691,4.260685,4.907429,4.90289,6.700853,3.210144,19.976811,3.95709,60.961308,2.00567,30.116739,4.068475,3.721623,0.436074,11.927632
5.171861,10.155059,7.677139,7.353729,2.422626,5.412482,3.958887,4.726926,2.905501,6.894448,5.395703,7.869523,5.08169,6.780587,5.872964,6.722296,1.560138,1.589922,1.823386,1.727786,3.283861,2.64192,3.512699,2.869668,14.62319,27.599002,10.133931,27.810973,1.975703,22.010312,4.943871,27.386641,16.572316,35.176247,18.905359,43.345708
6.324404,14.61369,12.794869,20.012631,4.747724,9.922078,10.550146,14.178991,3.092146,7.484915,5.735121,7.719957,2.849638,7.103657,4.776731,7.257946,0.377757,0.805239,0.659275,0.972291,0.541224,1.033704,0.849934,1.29694,12.658873,3.387961,27.20883,48.109725,36.327227,77.629582,1.074848,20.956093,3.709394,8.463263,6.565223,25.943871
4.945294,7.153073,8.286411,10.278588,2.393753,4.183971,4.23266,5.181496,1.346303,2.125058,2.020089,2.767612,4.988542,3.740789,3.566381,4.340345,1.128975,1.31485,1.161313,1.261746,2.99941,2.410642,2.008605,2.778645,10.335629,19.833353,14.639184,40.26154,8.479024,52.089057,2.900175,39.716903,2.837355,20.309526,3.524772,21.706618
8.360146,7.814708,11.712285,10.088447,4.85265,5.025485,6.519679,6.31141,3.032061,3.681519,3.884958,4.068509,3.980125,3.909321,4.866239,4.605324,0.843759,0.795947,0.987948,1.010534,0.978572,0.792038,1.025156,0.968915,19.697225,27.038873,0.040466,26.726863,2.089288,21.042464,4.432626,20.627764,13.977157,22.752785,14.524065,33.243721
13.442577,6.463079,31.427417,18.184295,7.36508,5.08609,10.829299,9.541089,10.436991,11.708445,22.200971,16.573838,8.995347,9.65845,12.536808,13.480573,1.443945,1.461218,1.859628,2.155674,2.578858,2.414332,3.057531,3.310605,7.252424,16.295146,5.655221,22.192764,8.311647,24.674019,10.856986,26.12946,21.159309,31.783681,31.363951,38.180298
